nan,nan
2.986557544757033043e+02,6.722480818414322812e+01
3.889603501544798974e+02,7.113156539649845911e+01
4.791526953830281172e+02,7.534562806293526194e+01
5.695020736132711363e+02,7.948341109383099479e+01
6.595789200415368896e+02,8.383670820353063391e+01
7.497173686947477336e+02,8.799245969838793258e+01
8.400254017625712777e+02,9.230222913426645448e+01
9.302658914728682475e+02,9.655400516795864974e+01
1.020486760124610555e+03,1.008419003115264729e+02
1.110710984159958343e+03,1.051794339132692784e+02
1.200924096698726316e+03,1.094029113595009051e+02
1.291138888888888914e+03,1.135926791277258587e+02
1.381458007303077693e+03,1.178393322900365092e+02
1.471683633516053305e+03,1.222116940746541331e+02
1.561945649333681786e+03,1.265160700287431439e+02
1.652219979024646136e+03,1.308287886733088499e+02
1.743189637826961871e+03,1.355968309859154886e+02
1.827394455577822328e+03,1.413109552438209846e+02
2.054908700322234267e+02,1.515166487647690587e+02
2.946431352193096131e+02,1.571751881650661744e+02
3.849077042399172797e+02,1.613893485005170589e+02
4.748737662337662186e+02,1.656150649350649360e+02
5.650978856695379591e+02,1.698707909162098701e+02
6.552330708661417020e+02,1.741107611548556520e+02
7.455424130663856204e+02,1.783419388830347714e+02
8.357364971158888238e+02,1.827246984792868432e+02
9.259513471095997375e+02,1.869795971749934722e+02
1.016197908496731998e+03,1.911918954248365878e+02
1.106474901445466458e+03,1.954063074901445418e+02
1.196640094711917982e+03,1.997366482504604051e+02
1.286860183968462479e+03,2.040294349540078827e+02
1.377235418316178311e+03,2.081968857218263338e+02
1.467455265241488632e+03,2.123977302718395492e+02
1.557795983086680735e+03,2.166165433403805594e+02
1.647816875166356112e+03,2.211245674740484333e+02
1.738822956699974384e+03,2.251260568793235848e+02
1.827391023670458026e+03,2.291650783891792287e+02
2.031138240574506142e+02,2.413662477558348201e+02
2.902888774459320302e+02,2.474400102986611785e+02
3.804398742467906800e+02,2.518027246528687328e+02
4.706016175319592776e+02,2.558632924602139269e+02
5.608508127949659183e+02,2.601562663869952985e+02
6.510460853626603921e+02,2.643582089552238585e+02
7.412359609807540437e+02,2.686356446084893150e+02
8.315679433368310356e+02,2.728447009443861475e+02
9.216235201262825285e+02,2.771725861615364579e+02
1.011930110352075644e+03,2.814153967419863420e+02
1.102239381227058175e+03,2.856098584163607939e+02
1.192436426116838447e+03,2.899532117367168667e+02
1.282624472573839739e+03,2.941587552742615799e+02
1.372893017127799794e+03,2.984379446640316473e+02
1.463229955014554207e+03,3.025903678221751534e+02
1.553411655629138977e+03,3.068868874172185315e+02
1.643803183023872634e+03,3.111559681697612518e+02
1.735172317104256990e+03,3.153535559520774996e+02
1.821377334599556889e+03,3.190066476733143190e+02
1.991953125000000000e+02,3.317369791666666856e+02
2.861228704181724538e+02,3.375278781621063331e+02
3.760592864637985144e+02,3.415466946484784785e+02
4.664127067471777650e+02,3.459398792333946062e+02
5.565793193717277063e+02,3.503395287958115318e+02
6.467807247899160075e+02,3.545280987394958174e+02
7.368980875032748372e+02,3.587935551480219942e+02
8.271671500131822086e+02,3.631028209860268703e+02
9.174755263157894660e+02,3.673457894736841922e+02
1.007679863660199317e+03,3.715891452543261835e+02
1.097936270653029169e+03,3.759517440335693550e+02
1.188056722689075741e+03,3.801423319327731178e+02
1.278462710084033688e+03,3.844130777310924145e+02
1.368614919884423443e+03,3.886401365904911813e+02
1.458842550939401917e+03,3.929883567081238311e+02
1.549195335276967853e+03,3.971301351709515188e+02
1.639477596204533484e+03,4.014470216130732751e+02
1.730949075247023075e+03,4.055639726374461702e+02
1.816974880763116062e+03,4.093294117647058670e+02
1.947314781351644513e+02,4.222486447415973885e+02
2.818405349794238646e+02,4.277618312757201693e+02
3.718519385896435097e+02,4.320660941972417390e+02
4.621140235910878005e+02,4.363454783748361479e+02
5.524009939837823140e+02,4.405948208213445128e+02
6.425809423532508617e+02,4.448981310871282062e+02
7.327000525762355210e+02,4.491267087276551138e+02
8.230023634453781369e+02,4.533658088235293917e+02
9.132910859847488609e+02,4.576053115961083222e+02
1.003396896370331433e+03,4.619321409784324146e+02
1.093673833245936066e+03,4.662456738332459167e+02
1.183859350445259224e+03,4.704732844421162667e+02
1.274127263185515631e+03,4.747313041196536574e+02
1.364390719746902278e+03,4.789944634853677599e+02
1.454582014767932378e+03,4.831635021097046661e+02
1.544977978243565985e+03,4.874099230565136622e+02
1.635324775013234557e+03,4.916913710958178854e+02
